ym,SP500,CSI300,Gold,BTC
2019-03-01,0.017765541837019908,0.05383899027111173,-0.0005389383046103813,0.07218781810134484
2019-04-01,0.03856033644309039,0.010499033574588174,-0.011073795742855086,0.260075875956053
2019-05-01,-0.0680408888532043,-0.07518321368756647,0.020730523145407964,0.4752779043115149
2019-06-01,0.06665831953424144,0.052537908385813695,0.07534390136763074,0.23436530272865122
2019-07-01,0.013042767473010496,0.0025505988935067207,0.01314097825129079,-0.07051521936780158
2019-08-01,-0.018257307714875135,-0.009370136468520838,0.06552414248584704,-0.04957206072506495
2019-09-01,0.01703524052367768,0.003924293069478704,-0.026770747926115817,-0.14681743766857772
2019-10-01,0.020225819582931022,0.0187558736037921,0.014931619902610483,0.09967583466227886
2019-11-01,0.033480291579323126,-0.015055848448988112,-0.025938922854503044,-0.19294086122348356
2019-12-01,0.02818874101228944,0.06763499487642684,0.03365028088934167,-0.04751622972526446
2020-01-01,-0.0016294165896177356,-0.022883593159033745,0.03977358221692156,0.2616991810028045
2020-02-01,-0.08785952093620485,-0.016075472531467443,-0.011549817438938481,-0.09008591274129651
2020-03-01,-0.13366776859296695,-0.06660814779130511,0.01432217130333246,-0.2869449587449473
2020-04-01,0.11942089623740584,0.05961173714822828,0.06391698529467671,0.2968794130292825
2020-05-01,0.0442864902305306,-0.011712818361854477,0.02833973953018545,0.09139392553133513
2020-06-01,0.018221381004063585,0.07398235997892913,0.032514011561293917,-0.034365572556191305
2020-07-01,0.053636778409248576,0.12004221767213409,0.08895339452326873,0.21559714178237765
2020-08-01,0.06771910208965368,0.02548062579551236,0.0012695190228595996,0.027054083680275613
2020-09-01,-0.04001810324358949,-0.04867597324831673,-0.04102289434064969,-0.07747748301774482
2020-10-01,-0.02805568033968923,0.023254982952130687,-0.0060458393744929045,0.24714220190063982
2020-11-01,0.10214644831840361,0.05488774496233383,-0.05572944684606593,0.3560492635452906
2020-12-01,0.03644899728321611,0.04937128319257595,0.06378247049891454,0.3850272940234764
2021-01-01,-0.011199116821942242,0.026635423071424875,-0.024626655185639477,0.1342284870209843
2021-02-01,0.02575689966712559,-0.0028441216995301224,-0.0672174261944486,0.310522343881662
2021-03-01,0.04156280869744297,-0.05555528918839697,-0.008364361033308907,0.26322400801044504
2021-04-01,0.05109732211429392,0.014772409396446294,0.030616101382470118,-0.01791538593136001
2021-05-01,0.00547150655202215,0.0398099064382132,0.07480274201896397,-0.4366531389640551
2021-06-01,0.02197084004586202,-0.02037470499051977,-0.07259891551175825,-0.06283945471509582
2021-07-01,0.02249322924674322,-0.0823307511305844,0.02337558667391396,0.1708702289567371
2021-08-01,0.02857805096868915,-0.001156312324812278,0.0012674622146997027,0.12593166138784248
2021-09-01,-0.04873776298462272,0.012566348744417241,-0.03331681850996692,-0.07275258865247691
2021-10-01,0.06685820979817365,0.008673067057120992,0.015592655329531989,0.3357707981218301
2021-11-01,-0.0083686511009886,-0.015756732036285775,-0.004945219406463926,-0.07494166880799147
2021-12-01,0.042688611280446646,0.02217355795797022,0.02969388737956808,-0.20759298176420987
2022-01-01,-0.05401814986501885,-0.07929119084137813,-0.017988676868181216,-0.18277990996373955
2022-02-01,-0.0318627908789231,0.003910158916947358,0.056660269494647,0.11494543279396464
2022-03-01,0.035148238386268404,-0.08160814318420573,0.026171076719061052,0.052694315823505276
2022-04-01,-0.09206783296043518,-0.05010491051185718,-0.031128892781444276,-0.18992867136776911
2022-05-01,5.3242466203463356e-05,0.018570397596181735,-0.024676750610743203,-0.1690742331704771
2022-06-01,-0.0876515744801734,0.09182418600650706,-0.02075365384207252,-0.4672031984938752
2022-07-01,0.08720134427422459,-0.07280070882415461,-0.029707100737914428,0.15654375009119753
2022-08-01,-0.04336702120583717,-0.022127382072752232,-0.021606579020512173,-0.15067440461186152
2022-09-01,-0.09804919930362435,-0.06952555269983335,-0.03153641021440978,-0.03146693721089041
2022-10-01,0.07683460219574133,-0.08104148306257866,-0.01386094884791979,0.05378645119960459
2022-11-01,0.052357944725214406,0.09361684860766716,0.06631970952381736,-0.17743604108504532
2022-12-01,-0.060781799048487496,0.00481315988612277,0.040685092610259536,-0.037183858404953155
2023-01-01,0.05992115787903165,0.07108437457296143,0.05880607602251694,0.3352941251538612
2023-02-01,-0.02645943030685264,-0.021249669050806635,-0.05296337504294134,0.00023348524392871486
2023-03-01,0.03445125384186044,-0.0045638281320740486,0.07941010251325593,0.207828761251146
2023-04-01,0.014536196592679839,-0.005405940378365881,0.005266469852654658,0.026970511763993947
2023-05-01,0.002479248057984054,-0.05892376163061437,-0.013041145524985085,-0.0721426560165464
2023-06-01,0.06271890993761445,0.01149340160595943,-0.028375072534624058,0.1130290540952641
2023-07-01,0.030663933087959953,0.043835004747115214,0.031663966636940086,-0.04156008087484538
2023-08-01,-0.01787524701848843,-0.06412561690332151,-0.0166050777055313,-0.11959559605858937
2023-09-01,-0.04994608771197091,-0.020323203537685776,-0.04061871095503129,0.03877234227973102
2023-10-01,-0.02222483997777142,-0.03222793831209688,0.06462209614200753,0.25086061210576194
2023-11-01,0.08542444438757674,-0.021591765583273373,0.02637526402425214,0.0846871694884333
2023-12-01,0.04327897629406807,-0.01879284040883961,0.01738079627907996,0.11413454543870603
2024-01-01,0.01577073041880103,-0.0649476075251211,-0.012606122165578446,0.007259645568103122
2024-02-01,0.05042750432692709,0.08941051623165154,-0.0013131978249605835,0.3622490276723814
2024-03-01,0.030547405358412088,0.006067876550489123,0.06896366971732222,0.15369960491933532
2024-04-01,-0.04250574745999363,0.01873793774490961,0.045075676664679105,-0.16195173508328384
2024-05-01,0.046903838078814306,-0.006812093193826037,0.022244132546907058,0.10718012490200916
2024-06-01,0.03408230240557078,-0.033592210990696585,-0.007716449517829616,-0.07334632284847631
2024-07-01,0.011257742193535576,-0.005672302983276105,0.042686214867059376,0.029389705036172522
2024-08-01,0.022577879038739614,-0.035680526734751,0.039480927555645286,-0.09144214035123427
2024-09-01,0.01999561838794891,0.19035152060442645,0.042902849287601984,0.07132974453582999
2024-10-01,-0.009946079220551969,-0.03207045960669477,0.037579460810524115,0.10400846404799578
2024-11-01,0.055719767688528744,0.006542349934445558,-0.035919145724010226,0.316052453669897
2024-12-01,-0.025307691689834075,0.0046691859255935985,-0.012978324242493183,-0.029992314550396835
2025-01-01,0.026657822062382253,-0.030402277531577357,0.08318450002198477,0.09054999886053507
2025-02-01,-0.014344520215520212,0.018936278606507075,0.01766257966331901,-0.1937783848347714
2025-03-01,-0.05926680278196916,-0.0007046093053072034,0.08420174285737826,-0.021954994358522474
2025-04-01,-0.007654154967354604,-0.03049121804761356,0.05219597544312658,0.13186492915671685
2025-05-01,0.059705468070558924,0.018306076974018797,0.007444128628045379,0.1048698682163953
2025-06-01,0.048415614059228305,0.024653043547419817,-0.010884706658375667,0.024302191749533873
2025-07-01,0.021435188702803743,0.053409658620965306,0.012289264229589009,0.07713565146449472
