date,CNEPU,vol_CSI300,vol_Gold,vol_BTC
2018-11-01,438.2358972,0.01345227629915952,0.006399945240663235,0.0481264479437927
2018-12-01,248.4691029,0.011289723408871492,0.007935522389533507,0.04429628732778258
2019-01-01,288.099468498562,0.00994928221920801,0.005918604563505181,0.02641782313768164
2019-02-01,239.986444362618,0.019075825561024076,0.008002434548268954,0.027907548350229364
2019-03-01,411.150064266454,0.017502134442871665,0.0067199864662599975,0.01245863401947151
2019-04-01,319.414764482013,0.013404663313723399,0.0063619402261866475,0.03478553618810104
2019-05-01,365.101499996138,0.02008061601090603,0.006713457325564766,0.04410808676599288
2019-06-01,649.072535816154,0.011799046218058615,0.010002020077283562,0.05328029292922044
2019-07-01,375.902337503833,0.009790535301789107,0.006993025576896902,0.05228541546336068
2019-08-01,395.985799059666,0.01082513758681727,0.010285276249466034,0.035173762498535
2019-09-01,347.394796595017,0.008276653052308963,0.011580685552378673,0.03119176054202633
2019-10-01,234.095232475743,0.0065708063903067455,0.006612834395076185,0.0388395845258366
2019-11-01,396.179000284422,0.008150698211246378,0.008231791835963261,0.026750533163013367
2019-12-01,337.921465033862,0.007009584036130261,0.0064403734816733,0.025088625417619505
2020-01-01,250.321903500956,0.011642861592429556,0.006357867604349246,0.029399412397728256
2020-02-01,195.706169373674,0.023678198321006837,0.014025612563750508,0.026577405310825638
2020-03-01,219.402508980348,0.021436647857894293,0.026693695200767364,0.10699672773821794
2020-04-01,328.805400300115,0.009484684129664044,0.015849389409729353,0.03676171097560834
2020-05-01,501.33444442373,0.008173900888960023,0.010593526579895084,0.03574544088193222
2020-06-01,421.641110933879,0.008926237799645003,0.009758191257190345,0.025793971667157228
2020-07-01,324.662566170534,0.022621556116048904,0.00731396307033506,0.021826771135444976
2020-08-01,451.631087851069,0.011352975854485003,0.016772415207096474,0.02388922359762938
2020-09-01,493.402039705619,0.010885662117732934,0.010092444760711089,0.030411624283885174
2020-10-01,396.79674987595,0.011669603853907987,0.00856063791480366,0.018693026761394265
2020-11-01,661.82804828749,0.008979685668764562,0.015088022620031897,0.03673316580995825
2020-12-01,439.123635430217,0.009728866761591112,0.008645393027281865,0.03406415997679723
2021-01-01,378.35705309334,0.014657451499369855,0.013732527913605606,0.05500643036923707
2021-02-01,237.408613576867,0.016711884999321205,0.01164963562629119,0.05224065914904995
2021-03-01,302.30058172503,0.01719334889164774,0.009042675144636648,0.03642592245877267
2021-04-01,289.630033571675,0.009875410029903203,0.0068443697068910885,0.035365891873780725
2021-05-01,216.860559066636,0.011559497111273537,0.0067938305468544305,0.05915403658326739
2021-06-01,219.762804790051,0.008030329637030929,0.01168626405362452,0.05154145832169271
2021-07-01,227.924511338185,0.01440262318390368,0.005772263157837731,0.03156050311515123
2021-08-01,294.827804953211,0.01187431775790125,0.00981530089731008,0.03296595953704395
2021-09-01,274.950023143039,0.009328158243784712,0.009622337944719252,0.04063052332906256
2021-10-01,248.473635337268,0.008480433229475212,0.007334934757589653,0.034728817658607164
2021-11-01,329.069390994896,0.006435186326276244,0.009461136311448879,0.033145334749272774
2021-12-01,344.003352178407,0.008971763916128798,0.007028953384699135,0.0328974437972004
2022-01-01,319.071530807706,0.010411901677467097,0.009753320929302934,0.02836089614414667
2022-02-01,167.081875584505,0.010045459466855306,0.00680646326279175,0.04383795886602425
2022-03-01,359.005178984309,0.019699922742554762,0.016392642696303868,0.032776430268588674
2022-04-01,337.153789726457,0.019182175891153588,0.010076230863572401,0.02551920681619322
2022-05-01,386.750242902272,0.012106591322618055,0.008398787314082574,0.04253435327550131
2022-06-01,328.094950109791,0.010696206115971846,0.007895378233964365,0.04736812844344168
2022-07-01,359.977442421623,0.008062876304434557,0.010966843852791857,0.03291660708983523
2022-08-01,260.880966957428,0.009627171808190109,0.007591512024431972,0.028216491040013565
2022-09-01,242.556936393941,0.009076905026548654,0.011975149034385074,0.03386564106534294
2022-10-01,259.049214802676,0.014076237013809148,0.011334706772398869,0.016564547664907555
2022-11-01,448.588845798041,0.014910540761091164,0.01195380443318471,0.04374069140858061
2022-12-01,310.496979941266,0.00850257168522212,0.01379683202166396,0.014692896100196681
2023-01-01,275.41359579382,0.007330483624665818,0.007137710422649661,0.02276067263207841
2023-02-01,364.287677422576,0.009729383947385227,0.008331695698805963,0.026576645913962926
2023-03-01,516.976889834461,0.007804087131854481,0.016911207855213217,0.03593929805319473
2023-04-01,392.605046550195,0.008400145750761324,0.01112146466949075,0.02073609673677201
2023-05-01,233.991581001473,0.007751141802949872,0.008977826201265755,0.01788651253522926
2023-06-01,290.407627065338,0.008729719381859253,0.007132171619697004,0.024867787252916156
2023-07-01,233.748247068568,0.01009802634948277,0.007856524193947268,0.013052691161473307
2023-08-01,227.150058523315,0.00894416695411933,0.006238584939156682,0.02158266904608187
2023-09-01,249.484819266559,0.00801479714964618,0.007003357582909522,0.011642707988936523
2023-10-01,160.979522290178,0.00893616983864209,0.009850382714751752,0.02276536066624325
2023-11-01,229.345970653544,0.006138777024079203,0.0078065012075694065,0.02195514860259548
2023-12-01,312.794116000289,0.009091983031038349,0.010560750199085207,0.023406927601412667
2024-01-01,356.97471648219,0.010709412345981974,0.006735656060642175,0.02890211502958934
2024-02-01,170.818001770421,0.012294575619196267,0.006815544820845387,0.02403655173000842
2024-03-01,242.846612100357,0.006578794972379141,0.010508470984923758,0.03863752728220404
2024-04-01,166.740435130865,0.00974695471182402,0.012111493783685258,0.02802262577271144
2024-05-01,206.280442270518,0.007421267131063996,0.010665089236493376,0.02791493219315505
2024-06-01,124.295466936886,0.00491856581130348,0.011988090174997622,0.01719985220724307
2024-07-01,278.561630309805,0.008604267549681624,0.012315855505661466,0.024473809774680708
2024-08-01,207.982325897929,0.006038922014866906,0.010347314339473047,0.03609667818652295
2024-09-01,223.656415028356,0.024778611533260483,0.008155331247373658,0.02223087627433153
2024-10-01,228.078182581377,0.027048348269681773,0.008937981886198001,0.020226365856341216
2024-11-01,233.826349569436,0.01456385653371855,0.014634118594952634,0.03138730465352581
2024-12-01,364.407874729867,0.00853078056944117,0.010907884924699322,0.022865816442512323
2025-01-01,256.9,0.01113425025738239,0.009575693665729459,0.02243752385261459
2025-02-01,241.6,0.009201399942173224,0.008031149418165797,0.020349350771789503
2025-03-01,426.836801735043,0.008033129875667823,0.008750265261605822,0.03506184170077394
2025-04-01,524.835928224473,0.01722318292440641,0.022165594256263375,0.028507078248244656
2025-05-01,494.110627612975,0.0065927162462381785,0.018699080436259896,0.01884097823189707
2025-06-01,342.74215775988,0.0058117339292308445,0.00899939419868678,0.01658974340070486
2025-07-01,345.484294091692,0.004068111745516124,0.011928062347462303,0.013772527446241634
