"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"06.08.2020","3.349,20","3.323,20","3.351,00","3.318,10","","0,64%"
"05.08.2020","3.327,80","3.317,40","3.330,80","3.317,40","","0,64%"
"04.08.2020","3.306,50","3.289,90","3.306,80","3.286,40","","0,36%"
"03.08.2020","3.294,60","3.288,30","3.302,70","3.284,50","","0,72%"
"31.07.2020","3.271,10","3.270,40","3.272,20","3.220,30","","0,77%"
"30.07.2020","3.246,20","3.231,80","3.250,90","3.204,10","","-0,37%"
"29.07.2020","3.258,40","3.227,20","3.264,70","3.227,20","","1,24%"
"28.07.2020","3.218,40","3.234,30","3.243,70","3.216,20","","-0,65%"
"27.07.2020","3.239,40","3.219,80","3.241,40","3.214,20","","0,74%"
"24.07.2020","3.215,60","3.218,60","3.227,30","3.200,10","","-0,62%"
"23.07.2020","3.235,70","3.271,60","3.280,00","3.222,70","","-1,23%"
"22.07.2020","3.276,00","3.254,90","3.279,30","3.253,10","","0,57%"
"21.07.2020","3.257,30","3.268,50","3.277,30","3.247,80","","0,17%"
"20.07.2020","3.251,80","3.224,30","3.258,60","3.215,20","","0,84%"
"17.07.2020","3.224,70","3.224,20","3.233,50","3.205,70","","0,28%"
"16.07.2020","3.215,60","3.208,40","3.220,40","3.198,60","","-0,34%"
"15.07.2020","3.226,60","3.226,00","3.238,30","3.200,80","","0,91%"
"14.07.2020","3.197,50","3.141,10","3.200,90","3.127,70","","1,34%"
"13.07.2020","3.155,20","3.205,10","3.235,30","3.149,40","","-0,94%"
"10.07.2020","3.185,00","3.152,50","3.186,80","3.136,20","","1,04%"
"09.07.2020","3.152,10","3.176,20","3.179,80","3.115,70","","-0,56%"
"08.07.2020","3.169,90","3.153,10","3.171,80","3.136,50","","0,78%"
"07.07.2020","3.145,30","3.166,40","3.184,20","3.142,90","","-1,08%"
"06.07.2020","3.179,70","3.155,30","3.182,60","3.155,30","","1,59%"
"02.07.2020","3.130,00","3.143,60","3.165,80","3.124,50","","0,45%"
"01.07.2020","3.115,90","3.105,90","3.128,40","3.101,20","","0,50%"
"30.06.2020","3.100,30","3.050,20","3.111,50","3.047,80","","1,54%"
"29.06.2020","3.053,20","3.018,60","3.053,90","2.999,70","","1,47%"
"26.06.2020","3.009,10","3.073,20","3.073,70","3.004,60","","-2,42%"
"25.06.2020","3.083,80","3.046,60","3.086,20","3.024,00","","1,10%"
"24.06.2020","3.050,30","3.114,40","3.115,00","3.032,10","","-2,59%"
"23.06.2020","3.131,30","3.138,70","3.154,90","3.127,10","","0,43%"
"22.06.2020","3.117,90","3.094,40","3.120,90","3.079,40","","0,65%"
"19.06.2020","3.097,70","3.140,30","3.155,50","3.083,10","","-0,56%"
"18.06.2020","3.115,30","3.101,60","3.120,00","3.093,50","","0,06%"
"17.06.2020","3.113,50","3.136,10","3.141,20","3.108,00","","-0,36%"
"16.06.2020","3.124,70","3.131,00","3.153,40","3.076,10","","1,89%"
"15.06.2020","3.066,60","2.993,80","3.079,80","2.965,70","","0,83%"
"12.06.2020","3.041,30","3.071,00","3.088,40","2.984,50","","1,31%"
"11.06.2020","3.002,10","3.123,50","3.123,50","2.999,50","","-5,89%"
"10.06.2020","3.190,10","3.213,40","3.223,30","3.181,50","","-0,53%"
"09.06.2020","3.207,20","3.213,30","3.222,70","3.193,10","","-0,78%"
"08.06.2020","3.232,40","3.199,90","3.233,10","3.196,00","","1,21%"
"05.06.2020","3.193,90","3.163,80","3.211,70","3.163,80","","2,62%"
"04.06.2020","3.112,30","3.111,60","3.128,90","3.090,40","","-0,34%"
"03.06.2020","3.122,90","3.098,90","3.130,90","3.098,90","","1,37%"
"02.06.2020","3.080,80","3.064,80","3.081,10","3.051,60","","0,82%"
"01.06.2020","3.055,70","3.038,80","3.062,20","3.031,50","","0,37%"
"29.05.2020","3.044,30","3.025,20","3.049,20","2.998,60","","0,48%"
"28.05.2020","3.029,70","3.046,60","3.068,70","3.023,40","","-0,21%"
"27.05.2020","3.036,10","3.015,70","3.036,20","2.969,80","","1,48%"
"26.05.2020","2.991,80","3.004,10","3.021,70","2.988,20","","1,23%"
"22.05.2020","2.955,40","2.948,10","2.956,80","2.933,60","","0,23%"
"21.05.2020","2.948,50","2.969,90","2.978,50","2.938,60","","-0,78%"
"20.05.2020","2.971,60","2.953,60","2.980,30","2.953,60","","1,67%"
"19.05.2020","2.922,90","2.948,60","2.964,20","2.922,30","","-1,05%"
"18.05.2020","2.953,90","2.913,90","2.968,10","2.913,90","","3,15%"
"15.05.2020","2.863,70","2.829,90","2.865,00","2.816,80","","0,39%"
"14.05.2020","2.852,50","2.794,50","2.852,80","2.766,60","","1,15%"
"13.05.2020","2.820,00","2.865,90","2.874,10","2.793,20","","-1,75%"
"12.05.2020","2.870,10","2.939,50","2.945,80","2.869,60","","-2,05%"
"11.05.2020","2.930,30","2.915,50","2.944,20","2.903,40","","0,02%"
"08.05.2020","2.929,80","2.908,80","2.932,20","2.902,90","","1,69%"
"07.05.2020","2.881,20","2.878,30","2.901,90","2.876,50","","1,15%"
"06.05.2020","2.848,40","2.883,10","2.891,10","2.847,70","","-0,70%"
"05.05.2020","2.868,40","2.868,90","2.898,20","2.863,60","","0,90%"
"04.05.2020","2.842,70","2.815,00","2.844,20","2.797,80","","0,42%"
"01.05.2020","2.830,70","2.869,10","2.869,10","2.821,60","","-2,81%"
"30.04.2020","2.912,40","2.930,90","2.930,90","2.892,50","","-0,92%"
"29.04.2020","2.939,50","2.918,50","2.954,90","2.912,20","","2,66%"
"28.04.2020","2.863,40","2.910,00","2.921,20","2.860,70","","-0,52%"
"27.04.2020","2.878,50","2.854,70","2.887,70","2.852,90","","1,47%"
"24.04.2020","2.836,70","2.812,60","2.842,70","2.791,80","","1,39%"
"23.04.2020","2.797,80","2.810,40","2.844,90","2.794,30","","-0,05%"
"22.04.2020","2.799,30","2.787,90","2.815,10","2.775,90","","2,29%"
"21.04.2020","2.736,60","2.784,80","2.785,50","2.727,10","","-3,07%"
"20.04.2020","2.823,20","2.845,60","2.869,00","2.820,40","","-1,79%"
"17.04.2020","2.874,60","2.842,40","2.879,20","2.830,90","","2,68%"
"16.04.2020","2.799,60","2.799,30","2.806,50","2.764,30","","0,58%"
"15.04.2020","2.783,40","2.795,60","2.801,90","2.761,50","","-2,20%"
"14.04.2020","2.846,10","2.805,10","2.851,80","2.805,10","","3,06%"
"13.04.2020","2.761,60","2.782,50","2.782,50","2.721,20","","-1,01%"
"09.04.2020","2.789,80","2.777,00","2.818,60","2.762,40","","1,45%"
"08.04.2020","2.750,00","2.685,00","2.760,80","2.663,30","","3,41%"
"07.04.2020","2.659,40","2.738,70","2.756,90","2.657,70","","-0,16%"
"06.04.2020","2.663,70","2.578,30","2.676,80","2.574,60","","7,03%"
"03.04.2020","2.488,70","2.514,90","2.538,20","2.460,00","","-1,51%"
"02.04.2020","2.526,90","2.458,50","2.533,20","2.455,80","","2,28%"
"01.04.2020","2.470,50","2.498,10","2.522,80","2.447,50","","-4,41%"
"31.03.2020","2.584,60","2.614,70","2.641,40","2.571,20","","-1,60%"
"30.03.2020","2.626,70","2.559,00","2.631,80","2.545,30","","3,35%"
"27.03.2020","2.541,50","2.555,90","2.615,90","2.520,00","","-3,37%"
"26.03.2020","2.630,10","2.501,30","2.637,00","2.500,70","","6,24%"
"25.03.2020","2.475,60","2.457,80","2.571,40","2.407,50","","1,16%"
"24.03.2020","2.447,30","2.344,40","2.449,70","2.344,40","","9,38%"
"23.03.2020","2.237,40","2.290,70","2.300,70","2.191,90","","-2,93%"
"20.03.2020","2.304,90","2.431,90","2.453,00","2.295,60","","-4,34%"
"19.03.2020","2.409,40","2.393,50","2.467,00","2.319,80","","0,47%"
"18.03.2020","2.398,10","2.436,50","2.453,60","2.280,50","","-5,18%"
"17.03.2020","2.529,20","2.425,70","2.553,90","2.367,00","","6,00%"
"16.03.2020","2.386,10","2.508,60","2.563,00","2.380,90","","-11,98%"
"13.03.2020","2.711,00","2.570,00","2.711,30","2.492,40","","9,29%"
"12.03.2020","2.480,60","2.630,90","2.660,90","2.478,90","","-9,51%"
"11.03.2020","2.741,40","2.825,60","2.825,60","2.707,20","","-4,89%"
"10.03.2020","2.882,20","2.813,50","2.882,60","2.734,00","","4,94%"
"09.03.2020","2.746,60","2.863,90","2.863,90","2.734,40","","-7,60%"
"06.03.2020","2.972,40","2.954,20","2.985,90","2.901,50","","-1,70%"
"05.03.2020","3.023,90","3.075,70","3.083,00","2.999,80","","-3,39%"
"04.03.2020","3.130,10","3.045,80","3.131,00","3.034,40","","4,22%"
"03.03.2020","3.003,40","3.096,50","3.136,70","2.976,60","","-2,81%"
"02.03.2020","3.090,20","2.974,30","3.091,00","2.945,20","","4,60%"
"28.02.2020","2.954,20","2.916,90","2.959,70","2.855,80","","-0,83%"
"27.02.2020","2.978,80","3.062,50","3.097,10","2.977,40","","-4,42%"
"26.02.2020","3.116,40","3.139,90","3.182,50","3.109,00","","-0,38%"
"25.02.2020","3.128,20","3.238,90","3.247,00","3.118,80","","-3,03%"
"24.02.2020","3.225,90","3.257,60","3.259,80","3.214,70","","-3,35%"
"21.02.2020","3.337,80","3.360,50","3.360,80","3.328,40","","-1,05%"
"20.02.2020","3.373,20","3.380,40","3.389,20","3.341,00","","-0,38%"
"19.02.2020","3.386,20","3.380,40","3.393,50","3.378,80","","0,47%"
"18.02.2020","3.370,30","3.369,00","3.375,00","3.355,60","","-0,29%"
"14.02.2020","3.380,20","3.378,10","3.380,70","3.366,20","","0,19%"
"13.02.2020","3.373,90","3.365,90","3.385,10","3.360,50","","-0,16%"
"12.02.2020","3.379,40","3.370,50","3.381,50","3.369,70","","0,64%"
"11.02.2020","3.357,80","3.365,90","3.375,60","3.352,70","","0,17%"
"10.02.2020","3.352,10","3.318,30","3.352,30","3.317,80","","0,73%"
"07.02.2020","3.327,70","3.335,50","3.341,40","3.322,10","","-0,54%"
"06.02.2020","3.345,80","3.344,90","3.348,00","3.334,40","","0,33%"
"05.02.2020","3.334,70","3.324,90","3.337,60","3.313,80","","1,13%"
"04.02.2020","3.297,60","3.280,60","3.306,90","3.280,60","","1,50%"
"03.02.2020","3.248,90","3.235,70","3.268,40","3.235,70","","0,73%"
"31.01.2020","3.225,50","3.282,30","3.282,30","3.214,70","","-1,77%"
"30.01.2020","3.283,70","3.256,40","3.285,90","3.242,80","","0,31%"
"29.01.2020","3.273,40","3.289,50","3.293,50","3.271,90","","-0,09%"
"28.01.2020","3.276,20","3.255,30","3.285,80","3.253,20","","1,01%"
"27.01.2020","3.243,60","3.247,20","3.258,80","3.234,50","","-1,57%"
"24.01.2020","3.295,50","3.333,10","3.333,20","3.281,50","","-0,90%"
"23.01.2020","3.325,50","3.315,80","3.326,90","3.301,90","","0,11%"
"22.01.2020","3.321,80","3.330,00","3.337,80","3.320,00","","0,03%"
"21.01.2020","3.320,80","3.321,00","3.329,80","3.316,60","","-0,26%"
"17.01.2020","3.329,60","3.323,70","3.329,90","3.318,90","","0,39%"
"16.01.2020","3.316,80","3.303,00","3.317,10","3.302,80","","0,84%"
"15.01.2020","3.289,30","3.282,30","3.298,70","3.280,70","","0,19%"
"14.01.2020","3.283,20","3.285,30","3.294,20","3.277,20","","-0,15%"
"13.01.2020","3.288,10","3.271,10","3.288,10","3.268,40","","0,70%"
"10.01.2020","3.265,30","3.281,80","3.283,00","3.260,90","","-0,29%"
"09.01.2020","3.274,70","3.266,00","3.275,60","3.263,70","","0,66%"
"08.01.2020","3.253,10","3.238,60","3.267,10","3.236,70","","0,49%"
"07.01.2020","3.237,20","3.241,90","3.244,90","3.232,40","","-0,28%"
"06.01.2020","3.246,30","3.217,60","3.246,80","3.214,60","","0,36%"
"03.01.2020","3.234,80","3.226,40","3.246,20","3.222,30","","-0,71%"
"02.01.2020","3.257,80","3.244,70","3.258,10","3.235,50","","0,84%"
"31.12.2019","3.230,80","3.215,20","3.231,70","3.212,00","","0,29%"
"30.12.2019","3.221,30","3.240,10","3.240,90","3.216,60","","-0,58%"
"27.12.2019","3.240,00","3.247,20","3.247,90","3.234,40","","0,00%"
"26.12.2019","3.239,90","3.227,20","3.240,10","3.227,20","","0,51%"
"24.12.2019","3.223,40","3.225,40","3.226,40","3.220,50","","-0,02%"
"23.12.2019","3.224,00","3.226,10","3.227,80","3.222,30","","0,09%"
"20.12.2019","3.221,20","3.223,30","3.225,70","3.216,00","","0,49%"
"19.12.2019","3.205,40","3.192,30","3.205,50","3.192,30","","0,45%"
"18.12.2019","3.191,10","3.195,20","3.198,50","3.191,10","","-0,04%"
"17.12.2019","3.192,50","3.195,40","3.198,20","3.191,00","","0,03%"
"16.12.2019","3.191,40","3.183,60","3.197,70","3.183,60","","0,71%"
"13.12.2019","3.168,80","3.166,70","3.182,70","3.156,50","","0,01%"
"12.12.2019","3.168,60","3.141,20","3.176,30","3.138,50","","0,86%"
"11.12.2019","3.141,60","3.135,80","3.144,00","3.133,20","","0,29%"
"10.12.2019","3.132,50","3.135,40","3.142,10","3.126,10","","-0,11%"
"09.12.2019","3.136,00","3.141,90","3.148,90","3.135,50","","-0,31%"
"06.12.2019","3.145,90","3.134,60","3.150,60","3.134,60","","0,91%"
"05.12.2019","3.117,40","3.119,20","3.119,40","3.103,80","","0,15%"
"04.12.2019","3.112,80","3.103,50","3.119,40","3.102,50","","0,63%"
"03.12.2019","3.093,20","3.087,40","3.095,00","3.070,30","","-0,66%"
"02.12.2019","3.113,90","3.143,80","3.144,30","3.110,80","","-0,86%"
"29.11.2019","3.141,00","3.147,20","3.150,30","3.139,30","","-0,40%"
"27.11.2019","3.153,60","3.145,50","3.154,30","3.143,40","","0,42%"
"26.11.2019","3.140,50","3.134,80","3.142,70","3.131,00","","0,22%"
"25.11.2019","3.133,60","3.117,40","3.133,80","3.117,40","","0,75%"
"22.11.2019","3.110,30","3.111,40","3.112,90","3.099,30","","0,22%"
"21.11.2019","3.103,50","3.108,50","3.110,10","3.094,60","","-0,16%"
"20.11.2019","3.108,50","3.114,70","3.119,00","3.091,40","","-0,37%"
"19.11.2019","3.120,20","3.127,40","3.127,60","3.113,50","","-0,06%"
"18.11.2019","3.122,00","3.117,90","3.124,20","3.112,10","","0,05%"
"15.11.2019","3.120,50","3.107,90","3.120,50","3.104,60","","0,77%"
"14.11.2019","3.096,60","3.090,80","3.098,20","3.083,30","","0,08%"
"13.11.2019","3.094,00","3.084,20","3.098,10","3.078,80","","0,07%"
"12.11.2019","3.091,80","3.089,30","3.102,60","3.084,70","","0,16%"
"11.11.2019","3.087,00","3.080,30","3.088,30","3.075,80","","-0,20%"
"08.11.2019","3.093,10","3.081,20","3.093,10","3.073,60","","0,26%"
"07.11.2019","3.085,20","3.087,00","3.097,80","3.080,20","","0,27%"
"06.11.2019","3.076,80","3.075,10","3.078,30","3.065,90","","0,07%"
"05.11.2019","3.074,60","3.080,80","3.083,90","3.072,20","","-0,12%"
"04.11.2019","3.078,30","3.079,00","3.085,20","3.074,90","","0,37%"
"01.11.2019","3.066,90","3.050,70","3.066,90","3.050,70","","0,96%"
"31.10.2019","3.037,60","3.046,90","3.046,90","3.023,20","","-0,30%"
"30.10.2019","3.046,80","3.039,70","3.050,10","3.026,00","","0,33%"
"29.10.2019","3.036,90","3.035,40","3.047,90","3.034,80","","-0,08%"
"28.10.2019","3.039,40","3.032,10","3.044,10","3.032,10","","0,56%"
"25.10.2019","3.022,60","3.003,30","3.027,40","3.001,90","","0,41%"
"24.10.2019","3.010,30","3.014,80","3.016,10","3.000,40","","0,19%"
"23.10.2019","3.004,50","2.994,00","3.004,80","2.991,20","","0,28%"
"22.10.2019","2.996,00","3.010,70","3.014,60","2.995,00","","-0,36%"
"21.10.2019","3.006,70","2.996,50","3.007,30","2.995,30","","0,69%"
"18.10.2019","2.986,20","2.996,80","3.000,00","2.976,30","","-0,39%"
"17.10.2019","2.997,90","3.000,80","3.008,30","2.991,80","","0,27%"
"16.10.2019","2.989,70","2.989,70","2.997,50","2.985,20","","-0,20%"
"15.10.2019","2.995,70","2.973,60","3.003,30","2.973,60","","0,99%"
"14.10.2019","2.966,20","2.965,80","2.972,80","2.962,90","","-0,14%"
"11.10.2019","2.970,30","2.963,10","2.993,30","2.963,10","","1,10%"
"10.10.2019","2.938,10","2.918,60","2.948,50","2.917,10","","0,64%"
"09.10.2019","2.919,40","2.911,10","2.929,30","2.907,40","","0,91%"
"08.10.2019","2.893,10","2.920,40","2.925,50","2.892,70","","-1,56%"
"07.10.2019","2.938,80","2.944,20","2.959,80","2.935,70","","-0,45%"
"04.10.2019","2.952,00","2.918,60","2.953,70","2.918,60","","1,42%"
"03.10.2019","2.910,60","2.885,40","2.911,10","2.855,90","","0,80%"
"02.10.2019","2.887,60","2.924,80","2.924,80","2.874,90","","-1,79%"
"01.10.2019","2.940,20","2.983,70","2.992,50","2.938,70","","-1,23%"
"30.09.2019","2.976,70","2.967,10","2.983,80","2.967,10","","0,50%"
"27.09.2019","2.961,80","2.985,50","2.987,30","2.945,50","","-0,53%"
"26.09.2019","2.977,60","2.985,70","2.987,30","2.963,70","","-0,24%"
"25.09.2019","2.984,90","2.968,30","2.989,80","2.952,90","","0,62%"
"24.09.2019","2.966,60","3.002,40","3.008,00","2.957,70","","-0,84%"
"23.09.2019","2.991,80","2.983,50","2.999,20","2.982,20","","-0,01%"
"20.09.2019","2.992,10","3.008,40","3.016,40","2.984,70","","-0,49%"
"19.09.2019","3.006,80","3.010,40","3.022,00","3.003,20","","0,00%"
"18.09.2019","3.006,70","3.001,50","3.007,80","2.978,60","","0,03%"
"17.09.2019","3.005,70","2.995,70","3.006,20","2.993,70","","0,26%"
"16.09.2019","2.998,00","2.996,40","3.002,20","2.990,70","","-0,31%"
"13.09.2019","3.007,40","3.012,20","3.017,30","3.002,90","","-0,07%"
"12.09.2019","3.009,60","3.009,10","3.020,70","3.000,90","","0,29%"
"11.09.2019","3.000,90","2.981,40","3.000,90","2.975,30","","0,72%"
"10.09.2019","2.979,40","2.971,00","2.979,40","2.957,00","","0,03%"
"09.09.2019","2.978,40","2.988,40","2.989,40","2.969,40","","-0,01%"
"06.09.2019","2.978,70","2.980,30","2.985,00","2.972,50","","0,09%"
"05.09.2019","2.976,00","2.960,60","2.985,90","2.960,60","","1,30%"
"04.09.2019","2.937,80","2.924,70","2.938,80","2.921,90","","1,08%"
"03.09.2019","2.906,30","2.909,00","2.914,40","2.891,80","","-0,69%"
"30.08.2019","2.926,50","2.937,10","2.940,40","2.913,30","","0,06%"
"29.08.2019","2.924,60","2.910,40","2.930,50","2.905,70","","1,27%"
"28.08.2019","2.887,90","2.861,30","2.890,00","2.853,10","","0,65%"
"27.08.2019","2.869,20","2.893,10","2.898,80","2.860,60","","-0,32%"
"26.08.2019","2.878,40","2.866,70","2.879,30","2.856,00","","1,10%"
"23.08.2019","2.847,10","2.911,10","2.927,00","2.835,00","","-2,59%"
"22.08.2019","2.922,90","2.930,90","2.939,10","2.904,50","","-0,05%"
"21.08.2019","2.924,40","2.922,00","2.928,70","2.917,90","","0,82%"
"20.08.2019","2.900,50","2.919,00","2.923,60","2.899,60","","-0,79%"
"19.08.2019","2.923,70","2.913,50","2.931,00","2.913,50","","1,21%"
"16.08.2019","2.888,70","2.864,70","2.893,60","2.864,70","","1,44%"
"15.08.2019","2.847,60","2.846,20","2.856,70","2.825,50","","0,25%"
"14.08.2019","2.840,60","2.894,20","2.894,20","2.839,60","","-2,93%"
"13.08.2019","2.926,30","2.880,70","2.943,30","2.877,10","","1,47%"
"12.08.2019","2.883,80","2.907,10","2.907,60","2.873,10","","-1,20%"
"09.08.2019","2.918,70","2.930,50","2.935,80","2.900,20","","-0,66%"
"08.08.2019","2.938,10","2.896,20","2.938,70","2.894,50","","1,88%"
"07.08.2019","2.884,00","2.858,70","2.892,20","2.825,70","","0,08%"
"06.08.2019","2.881,80","2.861,20","2.884,40","2.847,40","","1,30%"
"05.08.2019","2.844,70","2.898,10","2.898,10","2.822,10","","-2,98%"
"02.08.2019","2.932,10","2.943,90","2.945,50","2.914,10","","-0,73%"
"01.08.2019","2.953,60","2.980,30","3.013,60","2.945,20","","-0,90%"
"31.07.2019","2.980,40","3.016,20","3.017,40","2.958,10","","-1,09%"
"30.07.2019","3.013,20","3.007,70","3.017,20","3.000,90","","-0,26%"
"29.07.2019","3.021,00","3.024,50","3.025,60","3.014,30","","-0,16%"
"26.07.2019","3.025,90","3.013,20","3.028,00","3.012,60","","0,74%"
"25.07.2019","3.003,70","3.016,30","3.016,30","2.997,20","","-0,53%"
"24.07.2019","3.019,60","2.998,80","3.019,60","2.996,80","","0,47%"
"23.07.2019","3.005,50","2.994,70","3.005,90","2.988,60","","0,69%"
"22.07.2019","2.985,00","2.981,90","2.990,70","2.976,70","","0,28%"
"19.07.2019","2.976,60","3.004,30","3.006,00","2.975,90","","-0,62%"
"18.07.2019","2.995,10","2.978,90","2.998,30","2.973,10","","0,36%"
"17.07.2019","2.984,40","3.005,10","3.005,30","2.984,20","","-0,65%"
"16.07.2019","3.004,00","3.012,10","3.015,00","3.001,20","","-0,34%"
"15.07.2019","3.014,30","3.017,80","3.017,80","3.008,80","","0,02%"
"12.07.2019","3.013,80","3.003,40","3.013,90","3.001,90","","0,46%"
"11.07.2019","2.999,90","2.999,60","3.002,30","2.988,80","","0,23%"
"10.07.2019","2.993,10","2.989,30","3.003,00","2.984,60","","0,45%"
"09.07.2019","2.979,60","2.965,50","2.981,90","2.963,40","","0,12%"
"08.07.2019","2.975,90","2.979,80","2.980,80","2.970,10","","-0,48%"
"05.07.2019","2.990,40","2.984,20","2.994,00","2.968,00","","-0,18%"
"03.07.2019","2.995,80","2.978,10","2.995,80","2.978,00","","0,77%"
"02.07.2019","2.973,00","2.964,70","2.973,20","2.955,90","","0,29%"
"01.07.2019","2.964,30","2.971,40","2.977,90","2.952,20","","0,76%"
"28.06.2019","2.941,80","2.932,90","2.944,00","2.929,10","","0,58%"
"27.06.2019","2.924,90","2.919,70","2.929,30","2.918,60","","0,38%"
"26.06.2019","2.913,80","2.926,10","2.932,60","2.913,00","","-0,12%"
"25.06.2019","2.917,40","2.945,80","2.946,50","2.916,00","","-0,95%"
"24.06.2019","2.945,30","2.951,40","2.954,90","2.944,10","","-0,18%"
"21.06.2019","2.950,50","2.952,70","2.964,20","2.946,90","","-0,13%"
"20.06.2019","2.954,20","2.949,60","2.958,10","2.931,50","","0,95%"
"19.06.2019","2.926,50","2.920,60","2.931,70","2.911,40","","0,30%"
"18.06.2019","2.917,80","2.906,70","2.930,80","2.905,40","","0,97%"
"17.06.2019","2.889,70","2.889,80","2.897,30","2.887,30","","0,09%"
"14.06.2019","2.887,00","2.886,80","2.894,40","2.879,60","","-0,16%"
"13.06.2019","2.891,60","2.886,20","2.895,20","2.882,00","","0,41%"
"12.06.2019","2.879,80","2.882,70","2.888,60","2.874,70","","-0,20%"
"11.06.2019","2.885,70","2.903,30","2.910,60","2.878,50","","-0,03%"
"10.06.2019","2.886,70","2.885,80","2.904,80","2.885,50","","0,47%"
"07.06.2019","2.873,30","2.852,90","2.885,00","2.852,90","","1,05%"
"06.06.2019","2.843,50","2.828,50","2.852,10","2.822,40","","0,61%"
"05.06.2019","2.826,20","2.818,10","2.827,30","2.800,90","","0,82%"
"04.06.2019","2.803,30","2.762,60","2.804,50","2.762,60","","2,15%"
"03.06.2019","2.744,40","2.751,50","2.763,10","2.728,80","","-0,28%"
"31.05.2019","2.752,10","2.766,20","2.769,00","2.750,50","","-1,32%"
"30.05.2019","2.788,90","2.786,90","2.799,00","2.776,70","","0,21%"
"29.05.2019","2.783,00","2.790,20","2.792,00","2.766,10","","-0,69%"
"28.05.2019","2.802,40","2.830,00","2.840,50","2.801,60","","-0,84%"
"24.05.2019","2.826,10","2.832,40","2.841,40","2.820,20","","0,14%"
"23.05.2019","2.822,20","2.836,70","2.836,70","2.805,50","","-1,19%"
"22.05.2019","2.856,30","2.856,10","2.865,50","2.851,10","","-0,28%"
"21.05.2019","2.864,40","2.854,00","2.868,90","2.854,00","","0,85%"
"20.05.2019","2.840,20","2.841,90","2.853,90","2.831,30","","-0,67%"
"17.05.2019","2.859,50","2.858,60","2.885,50","2.854,20","","-0,58%"
"16.05.2019","2.876,30","2.855,80","2.892,20","2.855,80","","0,89%"
"15.05.2019","2.851,00","2.820,40","2.858,70","2.815,10","","0,59%"
"14.05.2019","2.834,40","2.820,10","2.852,50","2.820,10","","0,80%"
"13.05.2019","2.811,90","2.840,20","2.840,20","2.801,40","","-2,41%"
"10.05.2019","2.881,40","2.863,10","2.891,30","2.825,40","","0,37%"
"09.05.2019","2.870,70","2.859,80","2.876,00","2.836,40","","-0,30%"
"08.05.2019","2.879,40","2.879,60","2.898,00","2.873,30","","-0,16%"
"07.05.2019","2.884,10","2.913,00","2.913,00","2.862,60","","-1,65%"
"06.05.2019","2.932,50","2.908,90","2.937,30","2.898,20","","-0,44%"
"03.05.2019","2.945,60","2.929,20","2.947,80","2.929,20","","0,96%"
"02.05.2019","2.917,50","2.922,20","2.931,70","2.900,50","","-0,21%"
"01.05.2019","2.923,70","2.952,30","2.954,10","2.923,40","","-0,75%"
"30.04.2019","2.945,80","2.937,10","2.948,20","2.924,10","","0,10%"
"29.04.2019","2.943,00","2.940,60","2.949,50","2.939,30","","0,11%"
"26.04.2019","2.939,90","2.925,80","2.939,90","2.917,60","","0,47%"
"25.04.2019","2.926,20","2.929,00","2.933,10","2.912,80","","-0,03%"
"24.04.2019","2.927,20","2.934,00","2.936,80","2.926,10","","-0,22%"
"23.04.2019","2.933,70","2.910,00","2.936,30","2.908,50","","0,88%"
"22.04.2019","2.908,00","2.898,80","2.909,50","2.896,30","","0,10%"
"18.04.2019","2.905,00","2.904,80","2.908,40","2.891,90","","0,16%"
"17.04.2019","2.900,40","2.916,00","2.918,00","2.895,40","","-0,23%"
"16.04.2019","2.907,10","2.912,30","2.916,10","2.900,70","","0,05%"
"15.04.2019","2.905,60","2.908,30","2.909,60","2.896,50","","-0,06%"
"12.04.2019","2.907,40","2.900,90","2.910,50","2.898,40","","0,66%"
"11.04.2019","2.888,30","2.891,90","2.893,40","2.882,00","","0,00%"
"10.04.2019","2.888,20","2.881,40","2.889,70","2.879,10","","0,35%"
"09.04.2019","2.878,20","2.886,60","2.886,90","2.873,30","","-0,61%"
"08.04.2019","2.895,80","2.888,50","2.895,90","2.880,80","","0,11%"
"05.04.2019","2.892,70","2.884,20","2.893,20","2.883,00","","0,46%"
"04.04.2019","2.879,40","2.874,00","2.881,30","2.867,10","","0,21%"
"03.04.2019","2.873,40","2.876,10","2.885,20","2.865,20","","0,22%"
"02.04.2019","2.867,20","2.868,20","2.872,90","2.858,80","","0,00%"
"01.04.2019","2.867,20","2.848,60","2.869,40","2.848,60","","1,16%"
"29.03.2019","2.834,40","2.828,30","2.836,00","2.819,20","","0,67%"
"28.03.2019","2.815,40","2.809,40","2.819,70","2.798,80","","0,36%"
"27.03.2019","2.805,40","2.819,70","2.825,60","2.787,70","","-0,46%"
"26.03.2019","2.818,50","2.812,70","2.829,90","2.804,00","","0,72%"
"25.03.2019","2.798,40","2.796,00","2.809,80","2.785,00","","-0,08%"
"22.03.2019","2.800,70","2.844,50","2.846,20","2.800,50","","-1,90%"
"21.03.2019","2.854,90","2.819,70","2.860,30","2.817,40","","1,09%"
"20.03.2019","2.824,20","2.831,30","2.843,50","2.812,40","","-0,30%"
"19.03.2019","2.832,60","2.840,80","2.852,40","2.823,30","","-0,01%"
"18.03.2019","2.832,90","2.822,60","2.835,40","2.822,00","","0,37%"
"15.03.2019","2.822,50","2.810,80","2.830,70","2.810,80","","0,50%"
"14.03.2019","2.808,50","2.810,40","2.815,00","2.803,50","","-0,09%"
