"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"12.11.2014","2.038,20","2.037,80","2.040,30","2.032,00","","-0,07%"
"11.11.2014","2.039,70","2.038,20","2.041,30","2.035,30","","0,07%"
"10.11.2014","2.038,30","2.032,00","2.038,70","2.030,20","","0,31%"
"07.11.2014","2.031,90","2.032,40","2.034,30","2.025,10","","0,03%"
"06.11.2014","2.031,20","2.023,30","2.031,60","2.015,90","","0,38%"
"05.11.2014","2.023,60","2.015,30","2.023,80","2.014,40","","0,57%"
"04.11.2014","2.012,10","2.015,80","2.016,00","2.001,00","","-0,28%"
"03.11.2014","2.017,80","2.018,20","2.024,50","2.013,70","","-0,01%"
"31.10.2014","2.018,00","2.001,20","2.018,20","2.001,20","","1,17%"
"30.10.2014","1.994,70","1.979,50","1.999,40","1.974,80","","0,63%"
"29.10.2014","1.982,30","1.983,30","1.991,40","1.969,00","","-0,14%"
"28.10.2014","1.985,00","1.964,10","1.985,00","1.964,10","","1,19%"
"27.10.2014","1.961,60","1.963,00","1.964,60","1.951,40","","-0,15%"
"24.10.2014","1.964,60","1.951,60","1.965,30","1.946,30","","0,71%"
"23.10.2014","1.950,80","1.931,00","1.962,00","1.931,00","","1,23%"
"22.10.2014","1.927,10","1.941,30","1.949,30","1.926,80","","-0,73%"
"21.10.2014","1.941,30","1.909,40","1.942,50","1.909,40","","1,96%"
"20.10.2014","1.904,00","1.885,60","1.905,00","1.882,30","","0,91%"
"17.10.2014","1.886,80","1.864,90","1.898,20","1.864,90","","1,29%"
"16.10.2014","1.862,80","1.856,00","1.876,00","1.835,00","","0,02%"
"15.10.2014","1.862,50","1.874,20","1.874,20","1.820,70","","-0,81%"
"14.10.2014","1.877,70","1.877,10","1.898,70","1.871,80","","0,16%"
"13.10.2014","1.874,70","1.905,70","1.912,10","1.874,10","","-1,65%"
"10.10.2014","1.906,10","1.925,60","1.937,00","1.906,00","","-1,15%"
"09.10.2014","1.928,20","1.967,70","1.967,70","1.927,60","","-2,07%"
"08.10.2014","1.968,90","1.935,50","1.970,40","1.925,20","","1,75%"
"07.10.2014","1.935,10","1.962,40","1.962,40","1.934,90","","-1,51%"
"06.10.2014","1.964,80","1.970,00","1.977,80","1.958,40","","-0,16%"
"03.10.2014","1.967,90","1.948,10","1.971,20","1.948,10","","1,11%"
"02.10.2014","1.946,20","1.945,80","1.952,30","1.926,00","","0,00%"
"01.10.2014","1.946,20","1.971,40","1.971,40","1.941,70","","-1,32%"
"30.09.2014","1.972,30","1.978,20","1.985,20","1.969,00","","-0,28%"
"29.09.2014","1.977,80","1.979,00","1.981,30","1.964,00","","-0,25%"
"26.09.2014","1.982,80","1.966,20","1.986,40","1.966,20","","0,85%"
"25.09.2014","1.966,00","1.997,30","1.997,30","1.966,00","","-1,62%"
"24.09.2014","1.998,30","1.983,30","1.999,80","1.978,60","","0,78%"
"23.09.2014","1.982,80","1.992,80","1.995,40","1.982,80","","-0,58%"
"22.09.2014","1.994,30","2.009,10","2.009,10","1.991,00","","-0,80%"
"19.09.2014","2.010,40","2.012,70","2.019,30","2.006,60","","-0,05%"
"18.09.2014","2.011,40","2.003,10","2.012,30","2.003,10","","0,49%"
"17.09.2014","2.001,60","1.999,30","2.010,70","1.993,30","","0,13%"
"16.09.2014","1.999,00","1.981,90","2.002,30","1.979,10","","0,75%"
"15.09.2014","1.984,10","1.986,00","1.987,20","1.978,50","","-0,07%"
"12.09.2014","1.985,50","1.996,70","1.996,70","1.980,30","","-0,60%"
"11.09.2014","1.997,50","1.992,80","1.997,70","1.985,90","","0,09%"
"10.09.2014","1.995,70","1.988,40","1.996,70","1.983,00","","0,37%"
"09.09.2014","1.988,40","2.000,70","2.001,00","1.984,60","","-0,65%"
"08.09.2014","2.001,50","2.007,20","2.007,20","1.995,60","","-0,31%"
"05.09.2014","2.007,70","1.998,00","2.007,70","1.990,10","","0,50%"
"04.09.2014","1.997,70","2.001,70","2.011,20","1.992,50","","-0,15%"
"03.09.2014","2.000,70","2.003,60","2.009,30","1.998,10","","-0,08%"
"02.09.2014","2.002,30","2.004,10","2.006,10","1.994,80","","-0,05%"
"29.08.2014","2.003,40","1.998,50","2.003,40","1.994,70","","0,34%"
"28.08.2014","1.996,70","1.997,40","1.998,50","1.990,50","","-0,17%"
"27.08.2014","2.000,10","2.000,50","2.002,10","1.996,20","","0,00%"
"26.08.2014","2.000,00","1.998,60","2.005,00","1.998,60","","0,11%"
"25.08.2014","1.997,90","1.991,70","2.002,00","1.991,70","","0,48%"
"22.08.2014","1.988,40","1.992,60","1.993,50","1.984,80","","-0,20%"
"21.08.2014","1.992,40","1.986,80","1.994,80","1.986,80","","0,30%"
"20.08.2014","1.986,50","1.980,50","1.988,60","1.977,70","","0,25%"
"19.08.2014","1.981,60","1.972,70","1.982,60","1.972,70","","0,50%"
"18.08.2014","1.971,70","1.958,40","1.972,00","1.958,40","","0,85%"
"15.08.2014","1.955,10","1.958,90","1.964,00","1.941,50","","-0,01%"
"14.08.2014","1.955,20","1.947,40","1.955,20","1.947,40","","0,44%"
"13.08.2014","1.946,70","1.935,60","1.948,40","1.935,60","","0,67%"
"12.08.2014","1.933,80","1.935,70","1.939,70","1.928,30","","-0,16%"
"11.08.2014","1.936,90","1.933,40","1.944,90","1.933,40","","0,27%"
"08.08.2014","1.931,60","1.910,30","1.932,40","1.909,00","","1,15%"
"07.08.2014","1.909,60","1.923,00","1.928,90","1.904,80","","-0,55%"
"06.08.2014","1.920,20","1.917,30","1.927,90","1.911,50","","0,00%"
"05.08.2014","1.920,20","1.936,30","1.936,30","1.913,80","","-0,97%"
"04.08.2014","1.939,00","1.926,60","1.942,90","1.921,20","","0,72%"
"01.08.2014","1.925,20","1.929,80","1.937,30","1.916,40","","-0,28%"
"31.07.2014","1.930,70","1.965,10","1.965,10","1.930,70","","-2,00%"
"30.07.2014","1.970,10","1.973,20","1.978,90","1.962,40","","0,01%"
"29.07.2014","1.970,00","1.980,00","1.984,80","1.970,00","","-0,45%"
"28.07.2014","1.978,90","1.978,20","1.981,50","1.967,30","","0,03%"
"25.07.2014","1.978,30","1.984,60","1.984,60","1.974,40","","-0,49%"
"24.07.2014","1.988,00","1.988,10","1.991,40","1.985,80","","0,05%"
"23.07.2014","1.987,00","1.985,30","1.989,20","1.982,40","","0,18%"
"22.07.2014","1.983,50","1.975,70","1.986,20","1.975,70","","0,50%"
"21.07.2014","1.973,60","1.976,90","1.976,90","1.965,80","","-0,23%"
"18.07.2014","1.978,20","1.961,50","1.979,90","1.960,80","","1,03%"
"17.07.2014","1.958,10","1.979,80","1.981,80","1.955,60","","-1,19%"
"16.07.2014","1.981,60","1.976,30","1.983,90","1.975,70","","0,42%"
"15.07.2014","1.973,30","1.977,40","1.982,50","1.965,30","","-0,19%"
"14.07.2014","1.977,10","1.969,90","1.979,80","1.969,90","","0,48%"
"11.07.2014","1.967,60","1.965,80","1.968,70","1.959,60","","0,15%"
"10.07.2014","1.964,70","1.966,70","1.969,80","1.952,90","","-0,41%"
"09.07.2014","1.972,80","1.965,10","1.974,20","1.965,10","","0,46%"
"08.07.2014","1.963,70","1.976,40","1.976,40","1.959,50","","-0,71%"
"07.07.2014","1.977,70","1.984,20","1.984,20","1.974,90","","-0,39%"
"03.07.2014","1.985,40","1.975,90","1.985,60","1.975,90","","0,55%"
"02.07.2014","1.974,60","1.973,10","1.976,70","1.972,60","","0,07%"
"01.07.2014","1.973,30","1.962,30","1.978,60","1.962,30","","0,67%"
"30.06.2014","1.960,20","1.960,80","1.964,20","1.958,20","","-0,04%"
"27.06.2014","1.961,00","1.956,60","1.961,50","1.952,20","","0,19%"
"26.06.2014","1.957,20","1.959,90","1.959,90","1.944,70","","-0,12%"
"25.06.2014","1.959,50","1.949,30","1.960,80","1.947,50","","0,49%"
"24.06.2014","1.950,00","1.962,00","1.968,20","1.948,30","","-0,64%"
"23.06.2014","1.962,60","1.962,90","1.963,70","1.958,90","","-0,02%"
"20.06.2014","1.962,90","1.960,50","1.963,90","1.959,20","","0,17%"
"19.06.2014","1.959,50","1.957,50","1.959,90","1.952,30","","0,13%"
"18.06.2014","1.957,00","1.942,70","1.957,70","1.939,30","","0,77%"
"17.06.2014","1.942,00","1.937,20","1.943,70","1.933,50","","0,22%"
"16.06.2014","1.937,80","1.934,80","1.941,20","1.930,90","","0,08%"
"13.06.2014","1.936,20","1.930,80","1.937,30","1.927,70","","0,32%"
"12.06.2014","1.930,10","1.943,30","1.943,30","1.925,80","","-0,71%"
"11.06.2014","1.943,90","1.949,40","1.949,40","1.940,10","","-0,35%"
"10.06.2014","1.950,80","1.950,30","1.950,90","1.944,60","","-0,03%"
"09.06.2014","1.951,30","1.949,00","1.955,50","1.947,20","","0,10%"
"06.06.2014","1.949,40","1.942,40","1.949,40","1.942,40","","0,46%"
"05.06.2014","1.940,50","1.928,50","1.941,70","1.922,90","","0,65%"
"04.06.2014","1.927,90","1.923,10","1.928,60","1.918,60","","0,19%"
"03.06.2014","1.924,20","1.923,10","1.925,10","1.918,80","","-0,04%"
"02.06.2014","1.925,00","1.923,90","1.925,90","1.916,00","","0,07%"
"30.05.2014","1.923,60","1.920,30","1.924,00","1.916,60","","0,19%"
"29.05.2014","1.920,00","1.910,60","1.920,00","1.909,80","","0,53%"
"28.05.2014","1.909,80","1.911,80","1.914,50","1.907,30","","-0,11%"
"27.05.2014","1.911,90","1.902,00","1.912,30","1.902,00","","0,60%"
"23.05.2014","1.900,50","1.893,30","1.901,30","1.893,30","","0,42%"
"22.05.2014","1.892,50","1.888,20","1.896,30","1.885,40","","0,24%"
"21.05.2014","1.888,00","1.873,30","1.888,80","1.873,30","","0,81%"
"20.05.2014","1.872,80","1.884,90","1.884,90","1.868,10","","-0,65%"
"19.05.2014","1.885,10","1.876,70","1.886,00","1.872,40","","0,38%"
"16.05.2014","1.877,90","1.871,20","1.878,30","1.864,80","","0,38%"
"15.05.2014","1.870,80","1.888,20","1.888,20","1.862,40","","-0,94%"
"14.05.2014","1.888,50","1.897,10","1.897,10","1.885,80","","-0,47%"
"13.05.2014","1.897,50","1.896,80","1.902,20","1.896,10","","0,04%"
"12.05.2014","1.896,70","1.880,00","1.897,10","1.880,00","","0,97%"
"09.05.2014","1.878,50","1.875,30","1.878,60","1.867,00","","0,15%"
"08.05.2014","1.875,60","1.877,40","1.889,10","1.870,00","","-0,14%"
"07.05.2014","1.878,20","1.868,50","1.878,80","1.859,80","","0,56%"
"06.05.2014","1.867,70","1.883,70","1.883,70","1.867,70","","-0,90%"
"05.05.2014","1.884,70","1.879,50","1.885,50","1.866,80","","0,19%"
"02.05.2014","1.881,10","1.885,30","1.891,30","1.878,50","","-0,14%"
"01.05.2014","1.883,70","1.884,40","1.888,60","1.878,00","","-0,02%"
"30.04.2014","1.884,00","1.877,10","1.885,20","1.872,70","","0,30%"
"29.04.2014","1.878,30","1.870,80","1.880,60","1.870,80","","0,48%"
"28.04.2014","1.869,40","1.865,00","1.877,00","1.850,60","","0,32%"
"25.04.2014","1.863,40","1.877,70","1.877,70","1.859,70","","-0,81%"
"24.04.2014","1.878,60","1.882,00","1.884,10","1.870,20","","0,17%"
"23.04.2014","1.875,40","1.879,30","1.879,80","1.873,90","","-0,22%"
"22.04.2014","1.879,50","1.872,60","1.884,90","1.872,60","","0,41%"
"21.04.2014","1.871,90","1.865,80","1.871,90","1.863,20","","0,38%"
"17.04.2014","1.864,80","1.861,70","1.869,60","1.856,70","","0,13%"
"16.04.2014","1.862,30","1.846,00","1.862,30","1.846,00","","1,05%"
"15.04.2014","1.843,00","1.831,50","1.844,00","1.816,30","","0,68%"
"14.04.2014","1.830,60","1.818,20","1.834,20","1.815,80","","0,82%"
"11.04.2014","1.815,70","1.830,70","1.835,10","1.814,40","","-0,95%"
"10.04.2014","1.833,10","1.872,30","1.872,50","1.830,90","","-2,09%"
"09.04.2014","1.872,20","1.852,60","1.872,40","1.852,40","","1,09%"
"08.04.2014","1.852,00","1.845,50","1.855,00","1.837,50","","0,38%"
"07.04.2014","1.845,00","1.863,90","1.864,00","1.841,50","","-1,08%"
"04.04.2014","1.865,10","1.890,20","1.897,30","1.863,30","","-1,25%"
"03.04.2014","1.888,80","1.891,40","1.893,80","1.882,70","","-0,11%"
"02.04.2014","1.890,90","1.886,60","1.893,20","1.883,80","","0,29%"
"01.04.2014","1.885,50","1.874,00","1.885,80","1.874,00","","0,71%"
"31.03.2014","1.872,30","1.859,20","1.875,20","1.859,20","","0,79%"
"28.03.2014","1.857,60","1.850,10","1.866,60","1.850,10","","0,47%"
"27.03.2014","1.849,00","1.852,10","1.855,50","1.842,10","","-0,19%"
"26.03.2014","1.852,60","1.867,10","1.875,90","1.852,60","","-0,70%"
"25.03.2014","1.865,60","1.859,50","1.871,90","1.856,00","","0,44%"
"24.03.2014","1.857,40","1.867,70","1.873,30","1.849,70","","-0,49%"
"21.03.2014","1.866,50","1.874,50","1.884,00","1.863,50","","-0,29%"
"20.03.2014","1.872,00","1.860,10","1.873,50","1.854,60","","0,60%"
"19.03.2014","1.860,80","1.872,20","1.874,10","1.850,30","","-0,61%"
"18.03.2014","1.872,20","1.858,90","1.873,80","1.858,90","","0,72%"
"17.03.2014","1.858,80","1.842,80","1.862,30","1.842,80","","0,96%"
"14.03.2014","1.841,10","1.845,10","1.852,40","1.839,60","","-0,28%"
"13.03.2014","1.846,30","1.869,10","1.874,40","1.841,90","","-1,17%"
"12.03.2014","1.868,20","1.866,20","1.868,40","1.854,40","","0,03%"
"11.03.2014","1.867,60","1.878,30","1.882,30","1.863,90","","-0,51%"
"10.03.2014","1.877,20","1.877,90","1.877,90","1.867,00","","-0,04%"
"07.03.2014","1.878,00","1.878,50","1.883,60","1.870,60","","0,05%"
"06.03.2014","1.877,00","1.874,20","1.881,90","1.874,20","","0,17%"
"05.03.2014","1.873,80","1.874,00","1.876,50","1.871,10","","-0,01%"
"04.03.2014","1.873,90","1.849,20","1.876,20","1.849,20","","1,53%"
"03.03.2014","1.845,70","1.857,70","1.857,70","1.834,40","","-0,74%"
"28.02.2014","1.859,50","1.855,10","1.867,90","1.847,70","","0,28%"
"27.02.2014","1.854,30","1.844,90","1.854,50","1.841,10","","0,49%"
"26.02.2014","1.845,20","1.845,80","1.852,70","1.840,70","","0,01%"
"25.02.2014","1.845,10","1.847,70","1.852,90","1.840,20","","-0,14%"
"24.02.2014","1.847,60","1.836,80","1.858,70","1.836,80","","0,62%"
"21.02.2014","1.836,20","1.841,10","1.846,10","1.835,60","","-0,20%"
"20.02.2014","1.839,80","1.829,20","1.842,80","1.824,60","","0,60%"
"19.02.2014","1.828,80","1.838,90","1.847,50","1.827,00","","-0,65%"
"18.02.2014","1.840,80","1.839,00","1.842,90","1.835,00","","0,12%"
"14.02.2014","1.838,60","1.828,50","1.841,70","1.825,60","","0,48%"
"13.02.2014","1.829,80","1.814,80","1.830,20","1.809,20","","0,58%"
"12.02.2014","1.819,30","1.820,10","1.826,50","1.816,00","","-0,03%"
"11.02.2014","1.819,80","1.800,50","1.823,50","1.800,40","","1,11%"
"10.02.2014","1.799,80","1.796,20","1.799,90","1.791,80","","0,16%"
"07.02.2014","1.797,00","1.776,00","1.798,00","1.776,00","","1,33%"
"06.02.2014","1.773,40","1.753,00","1.774,10","1.753,00","","1,24%"
"05.02.2014","1.751,60","1.753,40","1.755,80","1.737,90","","-0,21%"
"04.02.2014","1.755,20","1.743,80","1.758,70","1.743,80","","0,76%"
"03.02.2014","1.741,90","1.782,70","1.784,80","1.739,70","","-2,28%"
"31.01.2014","1.782,60","1.790,90","1.793,90","1.772,30","","-0,65%"
"30.01.2014","1.794,20","1.777,20","1.798,80","1.777,20","","1,13%"
"29.01.2014","1.774,20","1.790,20","1.790,20","1.770,50","","-1,02%"
"28.01.2014","1.792,50","1.783,00","1.793,90","1.779,50","","0,61%"
"27.01.2014","1.781,60","1.791,00","1.796,00","1.772,90","","-0,49%"
"24.01.2014","1.790,30","1.827,00","1.827,00","1.790,30","","-2,09%"
"23.01.2014","1.828,50","1.842,30","1.842,30","1.820,10","","-0,89%"
"22.01.2014","1.844,90","1.844,70","1.846,90","1.840,90","","0,06%"
"21.01.2014","1.843,80","1.841,00","1.849,30","1.832,40","","0,28%"
"17.01.2014","1.838,70","1.844,20","1.846,00","1.835,20","","-0,39%"
"16.01.2014","1.845,90","1.848,00","1.848,00","1.840,30","","-0,14%"
"15.01.2014","1.848,40","1.840,50","1.850,80","1.840,50","","0,52%"
"14.01.2014","1.838,90","1.821,40","1.839,30","1.821,40","","1,08%"
"13.01.2014","1.819,20","1.841,30","1.843,50","1.815,50","","-1,26%"
"10.01.2014","1.842,40","1.840,10","1.843,20","1.832,40","","0,23%"
"09.01.2014","1.838,10","1.839,00","1.843,20","1.830,40","","0,03%"
"08.01.2014","1.837,50","1.837,90","1.840,00","1.831,40","","-0,02%"
"07.01.2014","1.837,90","1.828,70","1.840,10","1.828,70","","0,61%"
"06.01.2014","1.826,80","1.832,30","1.837,20","1.823,70","","-0,25%"
"03.01.2014","1.831,40","1.833,20","1.838,20","1.829,10","","-0,03%"
"02.01.2014","1.832,00","1.845,90","1.845,90","1.827,70","","-0,89%"
"31.12.2013","1.848,40","1.842,60","1.849,40","1.842,40","","0,40%"
"30.12.2013","1.841,10","1.841,50","1.842,50","1.838,80","","-0,02%"
"27.12.2013","1.841,40","1.843,00","1.844,90","1.839,80","","-0,03%"
"26.12.2013","1.842,00","1.835,00","1.842,80","1.835,00","","0,47%"
"24.12.2013","1.833,30","1.828,00","1.833,30","1.828,00","","0,29%"
"23.12.2013","1.828,00","1.822,90","1.829,80","1.822,90","","0,53%"
"20.12.2013","1.818,30","1.810,40","1.823,80","1.810,20","","0,48%"
"19.12.2013","1.809,60","1.809,00","1.810,90","1.801,30","","-0,06%"
"18.12.2013","1.810,70","1.781,50","1.811,10","1.768,00","","1,67%"
"17.12.2013","1.781,00","1.786,50","1.786,80","1.777,00","","-0,31%"
"16.12.2013","1.786,50","1.777,50","1.792,20","1.777,50","","0,63%"
"13.12.2013","1.775,30","1.778,00","1.780,90","1.772,50","","-0,01%"
"12.12.2013","1.775,50","1.781,70","1.783,00","1.772,30","","-0,38%"
"11.12.2013","1.782,20","1.802,80","1.803,00","1.780,10","","-1,13%"
"10.12.2013","1.802,60","1.807,60","1.808,50","1.801,80","","-0,32%"
"09.12.2013","1.808,40","1.806,20","1.811,50","1.806,20","","0,18%"
"06.12.2013","1.805,10","1.788,40","1.806,00","1.788,40","","1,13%"
"05.12.2013","1.785,00","1.792,80","1.792,80","1.783,40","","-0,44%"
"04.12.2013","1.792,80","1.793,20","1.799,80","1.779,10","","-0,13%"
"03.12.2013","1.795,20","1.800,10","1.800,10","1.787,80","","-0,32%"
"02.12.2013","1.800,90","1.806,50","1.810,00","1.798,60","","-0,27%"
"29.11.2013","1.805,80","1.808,70","1.813,50","1.804,00","","-0,08%"
"27.11.2013","1.807,20","1.803,50","1.808,30","1.802,80","","0,24%"
"26.11.2013","1.802,80","1.802,90","1.808,40","1.800,80","","0,02%"
"25.11.2013","1.802,50","1.806,30","1.808,10","1.800,60","","-0,13%"
"22.11.2013","1.804,80","1.797,20","1.804,80","1.794,70","","0,50%"
"21.11.2013","1.795,80","1.783,50","1.797,20","1.783,50","","0,81%"
"20.11.2013","1.781,40","1.789,60","1.795,70","1.777,20","","-0,36%"
"19.11.2013","1.787,90","1.790,80","1.795,50","1.784,70","","-0,20%"
"18.11.2013","1.791,50","1.798,80","1.802,30","1.788,00","","-0,37%"
"15.11.2013","1.798,20","1.790,70","1.798,20","1.790,70","","0,42%"
"14.11.2013","1.790,60","1.782,80","1.791,50","1.780,20","","0,48%"
"13.11.2013","1.782,00","1.764,40","1.782,00","1.760,60","","0,81%"
"12.11.2013","1.767,70","1.769,50","1.771,80","1.762,30","","-0,24%"
"11.11.2013","1.771,90","1.770,00","1.773,40","1.767,80","","0,07%"
"08.11.2013","1.770,60","1.748,40","1.770,80","1.747,60","","1,34%"
"07.11.2013","1.747,20","1.770,70","1.774,50","1.746,20","","-1,32%"
"06.11.2013","1.770,50","1.765,00","1.773,70","1.764,40","","0,43%"
"05.11.2013","1.763,00","1.765,70","1.767,00","1.755,80","","-0,28%"
"04.11.2013","1.767,90","1.763,40","1.768,80","1.761,60","","0,36%"
"01.11.2013","1.761,60","1.758,70","1.765,70","1.752,70","","0,29%"
"31.10.2013","1.756,50","1.763,20","1.768,50","1.755,70","","-0,39%"
"30.10.2013","1.763,30","1.772,30","1.775,20","1.757,20","","-0,49%"
"29.10.2013","1.772,00","1.762,90","1.772,10","1.762,90","","0,56%"
"28.10.2013","1.762,10","1.759,40","1.765,00","1.757,70","","0,13%"
"25.10.2013","1.759,80","1.756,00","1.759,80","1.752,50","","0,44%"
"24.10.2013","1.752,10","1.747,50","1.753,90","1.745,50","","0,33%"
"23.10.2013","1.746,40","1.752,30","1.752,30","1.740,50","","-0,47%"
"22.10.2013","1.754,70","1.746,50","1.759,30","1.746,50","","0,57%"
"21.10.2013","1.744,70","1.745,20","1.747,80","1.740,70","","0,01%"
"18.10.2013","1.744,50","1.736,70","1.745,30","1.735,70","","0,65%"
"17.10.2013","1.733,20","1.720,20","1.733,50","1.714,10","","0,68%"
"16.10.2013","1.721,50","1.700,50","1.721,80","1.700,50","","1,38%"
"15.10.2013","1.698,10","1.709,20","1.711,60","1.695,90","","-0,70%"
"14.10.2013","1.710,10","1.699,90","1.711,00","1.692,10","","0,41%"
"11.10.2013","1.703,20","1.691,10","1.703,40","1.688,50","","0,63%"
"10.10.2013","1.692,60","1.660,90","1.692,60","1.660,90","","2,19%"
"09.10.2013","1.656,40","1.657,00","1.662,50","1.646,50","","0,05%"
"08.10.2013","1.655,50","1.676,20","1.676,80","1.655,00","","-1,23%"
"07.10.2013","1.676,10","1.687,20","1.687,20","1.674,70","","-0,85%"
"04.10.2013","1.690,50","1.678,80","1.691,90","1.677,30","","0,70%"
"03.10.2013","1.678,70","1.692,30","1.692,30","1.670,40","","-0,90%"
"02.10.2013","1.693,90","1.691,90","1.693,90","1.680,30","","-0,06%"
"01.10.2013","1.695,00","1.682,40","1.696,50","1.682,10","","0,80%"
"30.09.2013","1.681,50","1.687,30","1.687,30","1.675,00","","-0,61%"
"27.09.2013","1.691,80","1.695,50","1.695,50","1.687,10","","-0,41%"
"26.09.2013","1.698,70","1.694,00","1.703,80","1.693,10","","0,35%"
"25.09.2013","1.692,80","1.698,00","1.701,70","1.691,90","","-0,27%"
"24.09.2013","1.697,40","1.702,60","1.707,60","1.694,90","","-0,26%"
"23.09.2013","1.701,80","1.711,40","1.711,40","1.697,10","","-0,47%"
"20.09.2013","1.709,90","1.722,40","1.725,20","1.708,90","","-0,72%"
"19.09.2013","1.722,30","1.727,30","1.729,90","1.720,20","","-0,19%"
"18.09.2013","1.725,50","1.705,70","1.729,40","1.700,30","","1,21%"
"17.09.2013","1.704,80","1.697,70","1.705,50","1.697,70","","0,42%"
"16.09.2013","1.697,60","1.691,70","1.705,00","1.691,70","","0,57%"
"13.09.2013","1.688,00","1.685,00","1.688,70","1.682,20","","0,27%"
"12.09.2013","1.683,40","1.689,20","1.690,00","1.682,00","","-0,34%"
"11.09.2013","1.689,10","1.681,00","1.689,10","1.678,70","","0,30%"
"10.09.2013","1.684,00","1.674,30","1.684,10","1.674,30","","0,74%"
"09.09.2013","1.671,70","1.656,80","1.672,40","1.656,80","","1,00%"
"06.09.2013","1.655,20","1.657,40","1.664,80","1.640,60","","0,01%"
"05.09.2013","1.655,10","1.653,30","1.659,20","1.653,10","","0,12%"
"04.09.2013","1.653,10","1.640,70","1.655,70","1.637,40","","0,81%"
"03.09.2013","1.639,80","1.636,00","1.651,30","1.633,40","","0,42%"
"30.08.2013","1.633,00","1.638,90","1.640,10","1.628,00","","-0,32%"
"29.08.2013","1.638,20","1.633,50","1.646,40","1.630,90","","0,20%"
"28.08.2013","1.635,00","1.630,20","1.641,20","1.627,50","","0,28%"
"27.08.2013","1.630,50","1.652,50","1.652,50","1.629,00","","-1,59%"
"26.08.2013","1.656,80","1.664,30","1.669,50","1.656,00","","-0,40%"
"23.08.2013","1.663,50","1.659,90","1.664,80","1.654,80","","0,39%"
"22.08.2013","1.657,00","1.645,00","1.659,50","1.645,00","","0,86%"
"21.08.2013","1.642,80","1.650,70","1.657,00","1.639,40","","-0,57%"
"20.08.2013","1.652,30","1.646,80","1.658,90","1.646,10","","0,38%"
"19.08.2013","1.646,10","1.655,20","1.659,20","1.645,80","","-0,59%"
"16.08.2013","1.655,80","1.661,20","1.663,60","1.652,60","","-0,33%"
"15.08.2013","1.661,30","1.679,60","1.679,60","1.658,60","","-1,43%"
"14.08.2013","1.685,40","1.693,90","1.695,50","1.684,80","","-0,52%"
"13.08.2013","1.694,20","1.690,70","1.696,80","1.682,60","","0,28%"
"12.08.2013","1.689,50","1.688,40","1.691,50","1.683,30","","-0,11%"
"09.08.2013","1.691,40","1.696,10","1.699,40","1.686,00","","-0,36%"
"08.08.2013","1.697,50","1.693,30","1.700,20","1.688,40","","0,39%"
"07.08.2013","1.690,90","1.695,30","1.695,30","1.684,90","","-0,38%"
"06.08.2013","1.697,40","1.705,80","1.705,80","1.693,30","","-0,57%"
"05.08.2013","1.707,10","1.708,00","1.709,20","1.703,50","","-0,15%"
"02.08.2013","1.709,70","1.706,10","1.709,70","1.700,70","","0,16%"
"01.08.2013","1.706,90","1.689,40","1.707,80","1.689,40","","1,26%"
"31.07.2013","1.685,70","1.687,80","1.698,40","1.684,90","","-0,02%"
"30.07.2013","1.686,00","1.687,90","1.693,20","1.682,40","","0,04%"
"29.07.2013","1.685,30","1.690,30","1.690,90","1.681,90","","-0,38%"
"26.07.2013","1.691,70","1.687,30","1.691,80","1.676,00","","0,09%"
"25.07.2013","1.690,20","1.685,20","1.690,90","1.680,10","","0,26%"
"24.07.2013","1.685,90","1.696,10","1.698,40","1.682,60","","-0,38%"
"23.07.2013","1.692,40","1.696,60","1.698,80","1.691,10","","-0,18%"
"22.07.2013","1.695,50","1.694,40","1.697,60","1.690,70","","0,20%"
"19.07.2013","1.692,10","1.686,20","1.692,10","1.684,10","","0,16%"
"18.07.2013","1.689,40","1.681,00","1.693,10","1.681,00","","0,51%"
"17.07.2013","1.680,90","1.677,90","1.684,80","1.677,90","","0,27%"
"16.07.2013","1.676,30","1.682,70","1.683,70","1.671,80","","-0,37%"
"15.07.2013","1.682,50","1.679,60","1.684,50","1.677,90","","0,14%"
"12.07.2013","1.680,20","1.675,30","1.680,20","1.672,30","","0,31%"
"11.07.2013","1.675,00","1.657,40","1.676,60","1.657,40","","1,36%"
"10.07.2013","1.652,60","1.651,60","1.657,90","1.647,70","","0,02%"
"09.07.2013","1.652,30","1.642,90","1.654,20","1.642,90","","0,72%"
"08.07.2013","1.640,50","1.634,20","1.644,70","1.634,20","","0,53%"
"05.07.2013","1.631,90","1.618,70","1.632,10","1.614,70","","1,02%"
"03.07.2013","1.615,40","1.611,50","1.619,00","1.604,60","","0,08%"
"02.07.2013","1.614,10","1.614,30","1.624,30","1.606,80","","-0,06%"
"01.07.2013","1.615,00","1.609,80","1.626,60","1.609,80","","0,54%"
"28.06.2013","1.606,30","1.611,10","1.615,90","1.601,10","","-0,43%"
"27.06.2013","1.613,20","1.606,40","1.620,10","1.606,40","","0,62%"
"26.06.2013","1.603,30","1.592,30","1.606,80","1.592,30","","0,96%"
"25.06.2013","1.588,00","1.577,50","1.593,80","1.577,10","","0,95%"
"24.06.2013","1.573,10","1.588,80","1.588,80","1.560,30","","-1,21%"
"21.06.2013","1.592,40","1.588,60","1.599,20","1.577,70","","0,26%"
"20.06.2013","1.588,20","1.624,60","1.624,60","1.584,30","","-2,50%"
